"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Horizontal_Distance_To_Fire_Points","Cover_Type","Combined_Soil_Type","Combined_Wilderness_Area","Total_Hillshade"
2726,"NE","5-10",30,1,1130,666,"Lodgepole Pine","11","Comanche Peak Area",584
2991,"W","5-10",339,47,297,1421,"Lodgepole Pine","32","Comanche Peak Area",628
2365,"NW","0-5",0,0,765,1572,"Cottonwood/Willow","11","Cache la Poudre Area",610
2350,"NE","5-10",30,1,474,811,"Ponderosa Pine","16","Cache la Poudre Area",585
2669,"N","15-20",360,60,1194,2708,"Lodgepole Pine","10","Comanche Peak Area",543
3311,"N","10-15",277,41,1947,2589,"Spruce/Fir","39","Rawah Area",572
2967,"N","15-20",134,2,4364,285,"Spruce/Fir","29","Rawah Area",534
2965,"S","0-5",242,39,5085,6337,"Spruce/Fir","12","Rawah Area",615
2515,"SW","25-30",95,30,1248,1282,"Lodgepole Pine","2","Comanche Peak Area",630
3157,"N","5-10",150,14,782,1875,"Lodgepole Pine","22","Rawah Area",581
3051,"NW","20-25",570,254,2634,1565,"Spruce/Fir","33","Comanche Peak Area",570
2142,"NW","20-25",60,22,1159,497,"Ponderosa Pine","10","Cache la Poudre Area",565
2615,"E","5-10",0,0,2160,2318,"Ponderosa Pine","11","Comanche Peak Area",603
2695,"E","10-15",268,69,2436,2430,"Lodgepole Pine","10","Comanche Peak Area",573
3483,"N","10-15",433,202,1200,1738,"Krummholz","40","Neota Area",575
2910,"N","10-15",170,12,785,1988,"Spruce/Fir","24","Comanche Peak Area",563
2337,"SE","30-35",85,57,1599,738,"Ponderosa Pine","2","Cache la Poudre Area",522
3017,"NE","20-25",162,10,1364,1366,"Lodgepole Pine","31","Comanche Peak Area",502
2451,"W","15-20",270,-11,60,497,"Ponderosa Pine","10","Cache la Poudre Area",605
3183,"NE","20-25",361,107,1006,973,"Spruce/Fir","22","Rawah Area",514
2943,"NE","20-25",371,148,4353,872,"Lodgepole Pine","29","Rawah Area",502
2564,"NE","10-15",400,40,940,402,"Lodgepole Pine","9","Rawah Area",563
3006,"SW","10-15",124,35,3306,1254,"Lodgepole Pine","32","Comanche Peak Area",639
2961,"NW","10-15",192,40,1620,725,"Lodgepole Pine","31","Comanche Peak Area",598
3005,"NE","5-10",60,6,2890,1570,"Spruce/Fir","20","Comanche Peak Area",576
2483,"E","10-15",90,-2,175,1254,"Ponderosa Pine","10","Comanche Peak Area",577
2945,"NE","5-10",162,-3,2052,300,"Lodgepole Pine","32","Comanche Peak Area",578
2784,"NE","25-30",309,105,324,1922,"Aspen","29","Rawah Area",475
3069,"NW","10-15",335,74,2597,1388,"Lodgepole Pine","31","Comanche Peak Area",606
3144,"SE","15-20",361,80,4191,706,"Lodgepole Pine","30","Rawah Area",556
2903,"W","15-20",0,0,2748,2155,"Spruce/Fir","22","Comanche Peak Area",618
2837,"NW","25-30",134,75,3828,5687,"Spruce/Fir","29","Rawah Area",579
3102,"NE","10-15",603,27,1290,2721,"Lodgepole Pine","33","Comanche Peak Area",546
3131,"SE","10-15",127,53,85,2518,"Spruce/Fir","32","Neota Area",615
2777,"S","20-25",120,25,1289,1617,"Lodgepole Pine","4","Comanche Peak Area",618
3094,"E","15-20",124,15,5040,955,"Lodgepole Pine","29","Rawah Area",569
3152,"NW","20-25",362,85,1798,3328,"Spruce/Fir","29","Rawah Area",584
3084,"E","20-25",90,9,2746,3849,"Spruce/Fir","22","Rawah Area",523
3337,"SW","20-25",192,5,1867,3818,"Spruce/Fir","33","Neota Area",637
3125,"N","15-20",242,49,842,1632,"Lodgepole Pine","33","Comanche Peak Area",533
2736,"E","25-30",162,98,175,1600,"Aspen","30","Rawah Area",455
3174,"E","0-5",170,0,1947,631,"Spruce/Fir","23","Rawah Area",606
2979,"NE","20-25",342,109,1892,3036,"Lodgepole Pine","32","Comanche Peak Area",498
3419,"NW","15-20",537,81,1699,618,"Krummholz","39","Comanche Peak Area",580
2531,"N","10-15",272,62,0,560,"Lodgepole Pine","6","Cache la Poudre Area",576
2910,"SW","10-15",60,3,1986,1187,"Lodgepole Pine","32","Comanche Peak Area",638
2929,"NE","15-20",210,68,3079,2037,"Lodgepole Pine","29","Rawah Area",525
3201,"NE","10-15",513,52,1082,2564,"Spruce/Fir","23","Neota Area",571
3113,"W","0-5",330,76,2442,1262,"Spruce/Fir","32","Comanche Peak Area",618
2878,"SE","5-10",216,40,2547,2567,"Spruce/Fir","12","Rawah Area",601
3027,"NE","15-20",30,0,2700,2179,"Spruce/Fir","23","Comanche Peak Area",536
3364,"SE","20-25",633,209,1614,1295,"Spruce/Fir","31","Neota Area",563
3190,"W","20-25",210,128,859,2337,"Spruce/Fir","30","Rawah Area",593
3259,"W","15-20",752,149,1342,2727,"Spruce/Fir","31","Comanche Peak Area",628
3033,"NE","5-10",391,114,2960,1892,"Spruce/Fir","23","Comanche Peak Area",592
3241,"NE","15-20",300,12,1648,4748,"Spruce/Fir","22","Neota Area",524
2997,"W","0-5",450,82,4404,1943,"Lodgepole Pine","12","Rawah Area",619
3235,"SE","20-25",120,11,2850,2952,"Spruce/Fir","33","Comanche Peak Area",575
3029,"NW","25-30",190,37,3500,2074,"Spruce/Fir","24","Comanche Peak Area",523
3381,"NW","15-20",853,240,4161,2482,"Lodgepole Pine","33","Comanche Peak Area",574
3225,"S","15-20",192,0,3342,781,"Lodgepole Pine","33","Comanche Peak Area",629
3062,"N","0-5",511,80,2994,680,"Spruce/Fir","32","Comanche Peak Area",606
3212,"N","15-20",0,0,4389,3442,"Spruce/Fir","22","Comanche Peak Area",534
3174,"NE","0-5",60,-1,5172,2789,"Spruce/Fir","23","Rawah Area",603
3093,"E","10-15",30,3,3429,3000,"Spruce/Fir","23","Rawah Area",571
2952,"S","20-25",0,0,1795,418,"Spruce/Fir","13","Comanche Peak Area",624
3276,"NW","0-5",382,33,5795,698,"Spruce/Fir","22","Rawah Area",611
3076,"NW","0-5",60,3,3669,2161,"Spruce/Fir","23","Rawah Area",608
3264,"NW","15-20",671,46,3630,1296,"Spruce/Fir","22","Comanche Peak Area",577
3445,"N","5-10",745,219,1087,987,"Spruce/Fir","40","Neota Area",598
2931,"NW","10-15",67,19,1142,2287,"Lodgepole Pine","32","Comanche Peak Area",586
3194,"E","5-10",212,13,5615,2468,"Spruce/Fir","29","Rawah Area",596
3237,"E","10-15",331,62,3347,4548,"Spruce/Fir","39","Rawah Area",574
3074,"N","5-10",127,11,1377,1740,"Lodgepole Pine","29","Rawah Area",593
3257,"SW","5-10",457,144,1167,2012,"Lodgepole Pine","29","Rawah Area",629
3031,"S","5-10",671,145,5974,5382,"Lodgepole Pine","29","Rawah Area",630
2744,"NE","15-20",450,120,1475,601,"Lodgepole Pine","23","Rawah Area",539
3118,"N","20-25",120,46,1994,1883,"Lodgepole Pine","23","Comanche Peak Area",542
3127,"NE","15-20",67,21,2779,1350,"Spruce/Fir","23","Comanche Peak Area",531
2176,"N","25-30",150,55,509,240,"Douglas-fir","10","Cache la Poudre Area",489
2968,"W","0-5",60,9,4860,5955,"Lodgepole Pine","12","Rawah Area",616
3078,"NE","15-20",569,19,720,1084,"Lodgepole Pine","32","Comanche Peak Area",522
2567,"N","15-20",60,31,1249,1871,"Douglas-fir","13","Comanche Peak Area",550
2751,"N","0-5",30,-1,1679,2634,"Lodgepole Pine","23","Rawah Area",602
2968,"NE","10-15",0,0,6177,3577,"Spruce/Fir","30","Rawah Area",565
3255,"NW","10-15",182,32,3435,1917,"Spruce/Fir","29","Rawah Area",600
3047,"S","0-5",124,10,6419,3209,"Lodgepole Pine","29","Rawah Area",617
3298,"S","25-30",402,167,2691,892,"Spruce/Fir","33","Comanche Peak Area",616
3123,"E","10-15",120,40,3031,5306,"Spruce/Fir","29","Rawah Area",573
3253,"N","10-15",67,7,6175,301,"Spruce/Fir","22","Rawah Area",563
1936,"N","20-25",242,85,218,800,"Douglas-fir","5","Cache la Poudre Area",507
3111,"S","5-10",30,0,1687,2375,"Spruce/Fir","23","Comanche Peak Area",620
2781,"SE","20-25",30,-2,3132,1890,"Lodgepole Pine","29","Rawah Area",548
3147,"N","20-25",330,51,601,1702,"Lodgepole Pine","22","Rawah Area",525
2914,"S","20-25",85,27,4265,2828,"Spruce/Fir","30","Rawah Area",595
2602,"NE","15-20",60,2,664,1325,"Douglas-fir","10","Comanche Peak Area",516
2544,"NE","15-20",390,101,1008,1075,"Lodgepole Pine","10","Comanche Peak Area",535
3011,"E","5-10",201,20,5385,5026,"Spruce/Fir","29","Rawah Area",594
2760,"E","0-5",450,44,1742,2109,"Lodgepole Pine","12","Rawah Area",603
2954,"SW","10-15",192,61,2147,1269,"Lodgepole Pine","33","Comanche Peak Area",637
3256,"NE","10-15",180,22,3572,1836,"Spruce/Fir","29","Rawah Area",568
3029,"S","5-10",324,50,4853,834,"Lodgepole Pine","29","Rawah Area",623
2646,"S","20-25",30,-3,1785,2750,"Lodgepole Pine","30","Rawah Area",605
3120,"E","5-10",42,6,1181,2389,"Spruce/Fir","29","Rawah Area",582
2935,"NE","15-20",300,7,390,834,"Spruce/Fir","29","Rawah Area",537
2887,"NW","0-5",277,59,2681,2285,"Lodgepole Pine","12","Rawah Area",613
2867,"N","15-20",67,20,3308,2547,"Lodgepole Pine","29","Rawah Area",557
2239,"N","20-25",134,45,1324,703,"Douglas-fir","10","Cache la Poudre Area",537
3116,"SE","10-15",120,26,3432,3048,"Lodgepole Pine","29","Rawah Area",586
3001,"SE","5-10",242,46,3187,6307,"Spruce/Fir","29","Rawah Area",606
3026,"NW","10-15",297,46,525,459,"Spruce/Fir","22","Neota Area",600
2731,"N","10-15",162,51,1667,2205,"Lodgepole Pine","10","Comanche Peak Area",554
3116,"W","10-15",503,-32,6208,1463,"Spruce/Fir","29","Rawah Area",626
3265,"E","30-35",192,74,3720,2680,"Spruce/Fir","39","Rawah Area",459
2922,"SE","15-20",218,36,5542,4002,"Lodgepole Pine","29","Rawah Area",567
3215,"SE","25-30",690,61,1129,2452,"Spruce/Fir","29","Rawah Area",547
3452,"NE","10-15",30,2,3029,2512,"Krummholz","35","Rawah Area",565
3207,"E","15-20",210,72,1621,2155,"Spruce/Fir","33","Comanche Peak Area",535
3135,"SE","10-15",339,57,228,3467,"Lodgepole Pine","22","Neota Area",602
2448,"SW","10-15",459,178,953,454,"Douglas-fir","10","Cache la Poudre Area",637
3030,"E","10-15",30,5,2596,1406,"Spruce/Fir","27","Comanche Peak Area",579
3224,"N","10-15",488,90,2415,3415,"Spruce/Fir","31","Comanche Peak Area",575
3241,"W","5-10",624,97,2078,2022,"Spruce/Fir","31","Comanche Peak Area",626
3274,"NW","15-20",272,70,5131,1426,"Lodgepole Pine","29","Rawah Area",592
3233,"NE","20-25",108,-2,1839,4639,"Spruce/Fir","22","Neota Area",512
3050,"NW","10-15",150,-3,2403,768,"Spruce/Fir","22","Comanche Peak Area",588
3239,"NE","15-20",285,144,4876,1620,"Spruce/Fir","29","Rawah Area",530
3309,"N","10-15",618,173,1113,5370,"Spruce/Fir","24","Neota Area",569
3082,"SE","5-10",513,19,1758,2374,"Lodgepole Pine","29","Rawah Area",604
2819,"NE","0-5",0,0,2789,4065,"Lodgepole Pine","23","Rawah Area",607
3317,"E","35-40",30,16,2514,467,"Krummholz","35","Comanche Peak Area",412
3156,"W","5-10",120,7,1158,495,"Spruce/Fir","23","Comanche Peak Area",631
3249,"NE","10-15",42,0,2875,1816,"Krummholz","38","Comanche Peak Area",551
2458,"SE","10-15",124,21,313,983,"Ponderosa Pine","4","Comanche Peak Area",596
2990,"S","15-20",646,-30,1025,1511,"Lodgepole Pine","32","Comanche Peak Area",619
2952,"N","10-15",127,18,3637,1638,"Lodgepole Pine","29","Rawah Area",579
3031,"E","20-25",390,164,6087,4045,"Lodgepole Pine","29","Rawah Area",530
2444,"S","15-20",210,-73,1189,1490,"Ponderosa Pine","4","Comanche Peak Area",620
2709,"NE","0-5",175,14,2100,4226,"Lodgepole Pine","12","Rawah Area",598
2878,"E","15-20",426,119,1719,994,"Lodgepole Pine","32","Comanche Peak Area",549
2980,"NW","15-20",0,0,295,268,"Spruce/Fir","23","Neota Area",583
2880,"W","10-15",192,21,3435,2832,"Spruce/Fir","23","Rawah Area",616
3009,"NE","10-15",212,48,1290,930,"Spruce/Fir","24","Comanche Peak Area",552
3046,"E","10-15",30,-12,886,1263,"Spruce/Fir","23","Comanche Peak Area",558
2940,"SE","15-20",150,43,3789,5184,"Lodgepole Pine","30","Rawah Area",561
2982,"SE","0-5",30,-1,2520,2197,"Spruce/Fir","23","Comanche Peak Area",607
2689,"NE","20-25",120,57,1116,1871,"Lodgepole Pine","33","Comanche Peak Area",495
2931,"NE","15-20",175,46,1517,1176,"Lodgepole Pine","31","Comanche Peak Area",522
2958,"W","10-15",67,14,162,1200,"Lodgepole Pine","32","Comanche Peak Area",634
3178,"NW","15-20",420,85,2920,3470,"Spruce/Fir","30","Rawah Area",582
2835,"E","10-15",210,72,1602,1574,"Aspen","33","Comanche Peak Area",564
3426,"N","15-20",537,197,1015,1412,"Krummholz","40","Neota Area",564
2539,"SE","5-10",124,8,2592,2519,"Douglas-fir","17","Comanche Peak Area",601
2991,"NE","5-10",218,12,3581,5375,"Lodgepole Pine","29","Rawah Area",590
2840,"N","5-10",0,0,4681,4672,"Lodgepole Pine","29","Rawah Area",592
2767,"E","5-10",553,-20,685,990,"Lodgepole Pine","11","Comanche Peak Area",586
3139,"N","0-5",190,4,2836,967,"Lodgepole Pine","23","Rawah Area",599
3127,"NW","10-15",67,20,1150,1518,"Spruce/Fir","23","Comanche Peak Area",614
2365,"NE","10-15",85,6,1265,618,"Ponderosa Pine","6","Cache la Poudre Area",565
2922,"SW","10-15",120,16,5084,1624,"Lodgepole Pine","29","Rawah Area",636
2415,"S","25-30",120,36,150,859,"Ponderosa Pine","2","Comanche Peak Area",578
3001,"S","10-15",780,92,5977,5586,"Lodgepole Pine","29","Rawah Area",621
3205,"S","0-5",60,3,2376,1476,"Spruce/Fir","23","Comanche Peak Area",615
2876,"NE","5-10",256,20,2652,2475,"Lodgepole Pine","23","Rawah Area",585
3025,"N","5-10",247,5,1470,1172,"Spruce/Fir","32","Comanche Peak Area",600
2690,"E","10-15",95,8,1740,5666,"Lodgepole Pine","29","Rawah Area",587
3305,"NW","10-15",400,77,1800,916,"Spruce/Fir","31","Comanche Peak Area",587
2991,"W","15-20",242,28,1657,3381,"Spruce/Fir","23","Rawah Area",619
3106,"SW","15-20",216,64,591,741,"Lodgepole Pine","24","Comanche Peak Area",637
3031,"W","5-10",819,40,5812,5488,"Spruce/Fir","29","Rawah Area",626
3234,"E","5-10",283,29,6082,598,"Spruce/Fir","23","Rawah Area",591
3232,"S","15-20",509,100,531,4765,"Lodgepole Pine","22","Neota Area",615
3179,"W","10-15",212,19,3936,2067,"Spruce/Fir","23","Comanche Peak Area",620
2945,"NW","10-15",234,63,1924,2408,"Lodgepole Pine","32","Comanche Peak Area",592
2623,"E","15-20",180,44,1598,1092,"Ponderosa Pine","4","Comanche Peak Area",556
3193,"SE","0-5",402,17,4744,2284,"Lodgepole Pine","29","Rawah Area",613
3026,"S","5-10",258,66,4154,2398,"Lodgepole Pine","29","Rawah Area",617
2518,"NE","10-15",60,20,170,592,"Lodgepole Pine","10","Cache la Poudre Area",549
2943,"W","15-20",85,15,2707,2021,"Lodgepole Pine","13","Comanche Peak Area",635
2867,"SW","15-20",42,9,2724,2356,"Lodgepole Pine","13","Comanche Peak Area",639
2946,"SE","5-10",513,33,3881,4354,"Lodgepole Pine","12","Rawah Area",612
2944,"S","10-15",95,5,4523,4724,"Spruce/Fir","29","Rawah Area",627
3292,"NE","15-20",319,115,5363,1291,"Lodgepole Pine","29","Rawah Area",532
3248,"N","10-15",95,33,1765,2335,"Spruce/Fir","39","Rawah Area",558
2972,"NE","10-15",339,13,4703,5366,"Lodgepole Pine","12","Rawah Area",563
3356,"E","15-20",765,211,1595,1443,"Spruce/Fir","31","Neota Area",549
2977,"S","15-20",641,51,2886,2203,"Lodgepole Pine","26","Comanche Peak Area",627
2787,"SE","10-15",85,17,3181,5026,"Lodgepole Pine","29","Rawah Area",592
3187,"E","5-10",234,12,5467,2669,"Spruce/Fir","29","Rawah Area",598
3068,"N","10-15",644,209,1765,3190,"Spruce/Fir","31","Comanche Peak Area",572
3040,"SW","0-5",277,61,4830,886,"Lodgepole Pine","29","Rawah Area",623
2865,"NE","20-25",192,42,708,553,"Lodgepole Pine","33","Comanche Peak Area",496
3026,"NE","10-15",1068,228,2936,1115,"Lodgepole Pine","34","Comanche Peak Area",549
3162,"W","10-15",120,25,2216,696,"Spruce/Fir","32","Comanche Peak Area",619
2848,"S","30-35",170,76,1390,1947,"Lodgepole Pine","13","Comanche Peak Area",605
3320,"NE","15-20",216,26,4100,4004,"Krummholz","38","Rawah Area",540
3158,"SE","20-25",277,61,3485,335,"Spruce/Fir","33","Comanche Peak Area",543
2688,"NE","5-10",335,4,742,1022,"Lodgepole Pine","12","Rawah Area",587
2878,"N","10-15",120,23,3658,5526,"Lodgepole Pine","29","Rawah Area",582
3305,"NE","20-25",180,23,1895,2643,"Spruce/Fir","39","Rawah Area",506
3163,"E","5-10",402,82,1388,3422,"Spruce/Fir","33","Comanche Peak Area",589
3216,"W","10-15",0,0,1044,1954,"Spruce/Fir","23","Neota Area",627
2857,"SW","15-20",192,67,1460,1994,"Lodgepole Pine","13","Comanche Peak Area",641
3285,"SE","20-25",661,183,552,4475,"Lodgepole Pine","33","Neota Area",577
3173,"S","5-10",150,10,2769,1100,"Lodgepole Pine","32","Comanche Peak Area",621
2991,"NW","20-25",258,105,6146,4771,"Lodgepole Pine","24","Rawah Area",558
3001,"SE","5-10",510,36,5334,5594,"Lodgepole Pine","12","Rawah Area",606
2552,"NW","10-15",313,45,778,1146,"Lodgepole Pine","6","Cache la Poudre Area",611
3279,"SE","30-35",391,70,3069,3054,"Spruce/Fir","39","Rawah Area",507
2965,"W","5-10",134,-9,1170,841,"Lodgepole Pine","32","Comanche Peak Area",631
2435,"SE","15-20",30,-8,560,618,"Douglas-fir","4","Comanche Peak Area",574
3119,"NE","0-5",700,65,2134,2432,"Lodgepole Pine","32","Comanche Peak Area",607
2615,"N","5-10",210,54,693,6285,"Lodgepole Pine","29","Rawah Area",580
3365,"SE","10-15",702,216,1608,1362,"Spruce/Fir","31","Neota Area",594
2699,"NE","5-10",170,-1,1524,469,"Spruce/Fir","31","Comanche Peak Area",577
3186,"N","15-20",510,59,2215,3388,"Spruce/Fir","31","Comanche Peak Area",556
3295,"N","10-15",67,5,1972,1566,"Spruce/Fir","38","Comanche Peak Area",569
3058,"N","0-5",216,36,60,797,"Lodgepole Pine","22","Rawah Area",601
2756,"N","20-25",90,11,1187,992,"Spruce/Fir","33","Comanche Peak Area",521
3251,"S","0-5",469,37,4603,841,"Lodgepole Pine","29","Rawah Area",622
2565,"NE","10-15",390,39,872,3680,"Lodgepole Pine","29","Rawah Area",556
2949,"NE","5-10",324,43,4488,6217,"Lodgepole Pine","12","Rawah Area",594
2626,"NE","0-5",335,68,959,755,"Lodgepole Pine","12","Rawah Area",598
3165,"NE","5-10",30,0,4221,3290,"Spruce/Fir","22","Comanche Peak Area",591
3190,"NE","25-30",228,84,2748,1518,"Spruce/Fir","24","Comanche Peak Area",479
2688,"SE","5-10",277,-16,1867,2608,"Douglas-fir","2","Comanche Peak Area",604
3061,"NE","0-5",124,3,2947,983,"Lodgepole Pine","29","Rawah Area",604
2956,"SW","30-35",60,-8,3182,1034,"Lodgepole Pine","13","Comanche Peak Area",622
2877,"SE","20-25",95,44,5001,192,"Lodgepole Pine","30","Rawah Area",584
2865,"SE","10-15",150,40,1123,1813,"Lodgepole Pine","33","Comanche Peak Area",585
2572,"NE","25-30",323,102,624,391,"Lodgepole Pine","33","Comanche Peak Area",468
3036,"W","15-20",85,19,1365,2603,"Spruce/Fir","22","Comanche Peak Area",615
2541,"NW","5-10",256,37,60,1892,"Ponderosa Pine","6","Cache la Poudre Area",607
3135,"S","15-20",540,98,2446,1273,"Lodgepole Pine","13","Comanche Peak Area",622
2672,"SE","15-20",190,38,2368,2355,"Ponderosa Pine","4","Comanche Peak Area",568
3055,"S","15-20",124,17,1595,2311,"Spruce/Fir","33","Comanche Peak Area",622
2535,"NE","5-10",371,9,642,3556,"Lodgepole Pine","18","Rawah Area",586
3198,"E","10-15",693,26,4220,1986,"Spruce/Fir","23","Rawah Area",574
2855,"S","10-15",902,77,2345,1560,"Aspen","17","Comanche Peak Area",621
3007,"SW","10-15",60,6,918,488,"Lodgepole Pine","24","Comanche Peak Area",636
2739,"N","10-15",0,0,3676,1242,"Spruce/Fir","23","Rawah Area",563
2819,"W","20-25",150,40,2216,984,"Lodgepole Pine","31","Comanche Peak Area",627
2771,"E","20-25",330,132,993,849,"Lodgepole Pine","13","Comanche Peak Area",500
3037,"S","10-15",402,49,5743,1851,"Spruce/Fir","29","Rawah Area",627
3489,"W","15-20",323,42,1436,1871,"Krummholz","40","Neota Area",630
3363,"NE","5-10",162,32,3423,2139,"Spruce/Fir","38","Comanche Peak Area",594
2892,"S","10-15",90,7,2363,2629,"Lodgepole Pine","26","Comanche Peak Area",618
3183,"SW","5-10",42,10,1150,108,"Spruce/Fir","23","Comanche Peak Area",634
3152,"SE","0-5",553,-54,451,1972,"Lodgepole Pine","23","Comanche Peak Area",611
3164,"SW","10-15",270,54,1425,2444,"Spruce/Fir","33","Comanche Peak Area",639
3191,"S","0-5",258,-15,741,2301,"Lodgepole Pine","23","Comanche Peak Area",614
2392,"W","5-10",90,3,1172,1052,"Ponderosa Pine","6","Cache la Poudre Area",629
2933,"NE","10-15",474,56,485,1001,"Spruce/Fir","31","Comanche Peak Area",556
2768,"NE","10-15",466,68,2084,2232,"Lodgepole Pine","12","Rawah Area",550
3312,"E","15-20",277,47,999,660,"Spruce/Fir","32","Neota Area",546
3170,"N","10-15",175,-7,1064,811,"Spruce/Fir","24","Neota Area",588
3377,"S","5-10",67,7,4365,4186,"Krummholz","23","Comanche Peak Area",620
2790,"N","5-10",85,4,1620,1631,"Spruce/Fir","10","Comanche Peak Area",577
2959,"SE","10-15",272,33,4970,6454,"Lodgepole Pine","29","Rawah Area",594
2751,"SE","20-25",30,5,2250,600,"Lodgepole Pine","13","Comanche Peak Area",538
2676,"N","20-25",30,13,1736,6423,"Lodgepole Pine","29","Rawah Area",534
3263,"N","10-15",192,34,1321,2024,"Spruce/Fir","23","Neota Area",586
3108,"SW","5-10",433,67,552,1589,"Lodgepole Pine","22","Comanche Peak Area",624
2644,"NE","5-10",153,1,1173,5958,"Lodgepole Pine","12","Rawah Area",595
3510,"NE","15-20",825,295,2495,1724,"Spruce/Fir","40","Rawah Area",520
3244,"W","5-10",671,107,1994,2131,"Spruce/Fir","31","Comanche Peak Area",628
3004,"N","0-5",0,0,5367,2263,"Spruce/Fir","23","Rawah Area",605
2807,"NE","0-5",360,28,2342,1443,"Lodgepole Pine","29","Rawah Area",604
2738,"E","10-15",255,20,1674,2460,"Lodgepole Pine","12","Rawah Area",575
3098,"E","15-20",242,61,2642,1120,"Spruce/Fir","33","Comanche Peak Area",525
2880,"NE","20-25",450,88,4337,5399,"Spruce/Fir","29","Rawah Area",488
3230,"NW","15-20",361,65,4083,2226,"Spruce/Fir","38","Comanche Peak Area",595
2993,"NW","10-15",655,-41,1597,2021,"Lodgepole Pine","31","Comanche Peak Area",614
2962,"NW","15-20",277,102,6145,4712,"Lodgepole Pine","24","Rawah Area",568
2913,"E","15-20",382,60,3308,2769,"Lodgepole Pine","29","Rawah Area",552
2570,"S","15-20",124,31,1262,1956,"Ponderosa Pine","4","Comanche Peak Area",628
3092,"SE","5-10",277,15,2486,2018,"Spruce/Fir","32","Comanche Peak Area",605
2693,"NW","25-30",124,53,1682,1273,"Lodgepole Pine","24","Comanche Peak Area",532
3156,"NE","5-10",150,37,2523,1866,"Spruce/Fir","29","Rawah Area",579
3188,"NE","5-10",192,10,5428,2850,"Lodgepole Pine","23","Rawah Area",594
2622,"SW","25-30",67,22,3005,1302,"Ponderosa Pine","4","Comanche Peak Area",630
3097,"SE","10-15",331,-10,443,1805,"Spruce/Fir","22","Rawah Area",603
2968,"E","25-30",150,23,631,2577,"Lodgepole Pine","29","Rawah Area",437
